GEO_ID,NAME,DP05_0001E,DP05_0002E,DP05_0003E,DP05_0004E,DP05_0005E,DP05_0006E,DP05_0007E,DP05_0008E,DP05_0009E,DP05_0010E,DP05_0011E,DP05_0012E,DP05_0013E,DP05_0014E,DP05_0015E,DP05_0016E,DP05_0023E,DP05_0024E,DP05_0059E,DP05_0060E,DP05_0061E,DP05_0062E,DP05_0063E,DP05_0064E,DP05_0065E,DP05_0081E
id,Geographic Area Name,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Male,Estimate!!SEX AND AGE!!Female,Estimate!!SEX AND AGE!!Under 5 years,Estimate!!SEX AND AGE!!5 to 9 years,Estimate!!SEX AND AGE!!10 to 14 years,Estimate!!SEX AND AGE!!15 to 19 years,Estimate!!SEX AND AGE!!20 to 24 years,Estimate!!SEX AND AGE!!25 to 34 years,Estimate!!SEX AND AGE!!35 to 44 years,Estimate!!SEX AND AGE!!45 to 54 years,Estimate!!SEX AND AGE!!55 to 59 years,Estimate!!SEX AND AGE!!60 to 64 years,Estimate!!SEX AND AGE!!65 to 74 years,Estimate!!SEX AND AGE!!75 to 84 years,Estimate!!SEX AND AGE!!85 years and over,Estimate!!SEX AND AGE!!Male,Estimate!!SEX AND AGE!!Female,Estimate!!RACE!!White,Estimate!!RACE!!Black or African American,Estimate!!RACE!!American Indian and Alaska Native,Estimate!!RACE!!Asian,Estimate!!RACE!!Native Hawaiian and Other Pacific Islander,Estimate!!RACE!!Some other race,Estimate!!HISPANIC OR LATINO AND RACE!!Total population,Estimate!!Total housing units
0500000US05069,"Jefferson County, Arkansas",76836,37775,39061,4935,4992,5038,5908,5779,9668,9178,11237,5258,4561,5674,3225,1383,28314,30277,33160,42608,484,799,87,655,76836,33173
0500000US05071,"Johnson County, Arkansas",25554,12421,13133,1839,1762,1669,1920,1877,3052,3008,3664,1575,1380,2123,1189,496,9367,9863,24555,496,522,109,131,253,25554,11265
0500000US05073,"Lafayette County, Arkansas",7618,3692,3926,424,488,491,541,516,651,951,1053,542,467,877,489,128,2807,3076,4751,2895,34,0,6,4,7618,4372
0500000US05075,"Lawrence County, Arkansas",17314,8484,8830,995,1122,1096,1254,1118,1874,2088,2429,1004,1188,1719,1007,420,6455,6954,17157,154,257,0,0,11,17314,8006
0500000US05077,"Lee County, Arkansas",10430,5781,4649,595,551,641,886,658,1287,1411,1428,647,733,846,519,228,4700,3538,4414,5894,34,0,0,94,10430,4401
0500000US05079,"Lincoln County, Arkansas",14167,8628,5539,731,764,771,926,1159,2179,2165,2146,845,727,941,611,202,7183,4226,9652,4373,93,10,0,297,14167,4875
0500000US05081,"Little River County, Arkansas",13068,6352,6716,769,729,985,850,587,1437,1859,1723,998,998,1305,603,225,4727,5272,9999,2919,350,8,0,113,13068,6482
0500000US05083,"Logan County, Arkansas",22352,11150,11202,1403,1471,1601,1650,1082,2317,2655,3273,1431,1451,2331,1169,518,8330,8546,21291,404,431,415,0,134,22352,10119
0500000US05085,"Lonoke County, Arkansas",68274,33593,34681,4733,5680,5131,4748,3998,9469,9947,9627,3750,3459,4602,2399,731,23922,25663,62347,4476,802,846,82,946,68274,27237
0500000US05087,"Madison County, Arkansas",15674,7834,7840,1012,1101,976,1166,762,1717,2031,2299,1280,933,1414,757,226,5960,5903,15328,52,386,97,0,174,15674,7462
0500000US05089,"Marion County, Arkansas",16712,8274,8438,753,711,946,912,699,1364,1758,2628,1396,1509,2506,1281,249,6781,6943,16466,80,320,51,7,91,16712,9335
0500000US05091,"Miller County, Arkansas",43449,21398,22051,3178,3107,2660,2807,2894,5924,5546,6048,3004,2331,3407,1782,761,15826,17010,32232,10850,600,290,17,192,43449,19255
0500000US05093,"Mississippi County, Arkansas",46388,22376,24012,3583,3083,4239,3420,2972,6142,5545,6426,2883,2407,3184,1759,745,15851,17488,29984,16216,411,286,20,156,46388,20559
0500000US05095,"Monroe County, Arkansas",8145,3871,4274,489,497,491,706,332,772,915,1203,686,502,826,567,159,2949,3346,4634,3435,49,2,0,52,8145,4499
0500000US05097,"Montgomery County, Arkansas",9453,4626,4827,511,535,569,545,534,743,1026,1426,633,802,1218,737,174,3655,3824,9169,79,270,1,0,107,9453,5740
0500000US05099,"Nevada County, Arkansas",9003,4456,4547,567,500,691,659,399,1025,1071,1249,657,559,960,577,89,3254,3559,6113,2905,64,0,0,29,9003,4618
0500000US05101,"Newton County, Arkansas",8286,4211,4075,433,461,520,563,329,790,893,1258,616,705,1050,453,215,3273,3289,8155,38,334,0,0,52,8286,4662
0500000US05103,"Ouachita County, Arkansas",25894,12219,13675,1748,1415,1782,1640,1504,2777,2936,3972,1917,1783,2286,1602,532,9192,10669,15324,10737,255,47,37,40,25894,13135
0500000US05105,"Perry County, Arkansas",10413,5181,5232,571,622,644,770,553,1153,1322,1582,618,780,1030,617,151,3977,4093,10069,270,200,7,0,49,10413,4901
0500000US05107,"Phillips County, Arkansas",21646,10140,11506,1680,1435,1869,1800,1246,2391,2237,3038,1381,1317,1817,908,527,7022,8547,7973,13740,81,23,0,45,21646,10170
0500000US05109,"Pike County, Arkansas",11261,5645,5616,692,625,894,864,635,1154,1520,1553,734,655,1110,643,182,4113,4380,10237,423,149,35,0,528,11261,5595
0500000US05111,"Poinsett County, Arkansas",24506,11885,12621,1579,1667,1631,1704,1377,2815,3150,3489,1665,1470,2363,1159,437,8897,9663,22569,1975,172,18,0,94,24506,10957
0500000US05113,"Polk County, Arkansas",20535,10048,10487,1255,1386,1368,1313,925,2087,2317,2888,1681,1259,2408,1247,401,7586,8086,19654,25,788,115,7,479,20535,10003
0500000US05115,"Pope County, Arkansas",61853,30790,31063,4179,3713,4140,5457,5779,7487,7637,8367,3584,3420,4527,2355,1208,23295,24187,57211,2316,1220,765,3,1686,61853,25555
0500000US05117,"Prairie County, Arkansas",8659,4263,4396,448,535,532,482,464,867,1058,1326,673,559,975,491,249,3298,3483,7513,1140,37,11,0,16,8659,4526
0500000US05119,"Pulaski County, Arkansas",383185,183991,199194,26882,26956,23638,23514,26842,58140,49962,53972,25995,20900,25098,15538,5748,137429,153763,233359,137635,4047,9319,221,5961,383185,176158
0500000US05121,"Randolph County, Arkansas",17992,8748,9244,1128,1124,1182,1235,996,1959,2145,2501,1084,1295,1762,1155,426,6625,7169,17781,110,181,106,135,45,17992,8518
0500000US05123,"St. Francis County, Arkansas",28089,15265,12824,1884,1538,2123,1840,1727,4239,3781,4073,1906,1538,1990,1028,422,11848,9558,12980,14871,147,111,19,377,28089,10931
0500000US05125,"Saline County, Arkansas",107498,53147,54351,6739,7973,6965,6455,5942,13588,15071,15245,6680,6409,9966,5126,1339,39665,41796,99784,5552,1280,1215,84,1246,107498,44877
0500000US05127,"Scott County, Arkansas",11170,5733,5437,712,720,800,855,700,1175,1225,1621,712,655,1235,616,144,4151,4194,10307,41,409,475,26,208,11170,5189
0500000US05129,"Searcy County, Arkansas",8146,4025,4121,447,431,538,423,387,771,868,1235,554,736,967,565,224,3142,3321,8032,26,200,25,37,3,8146,4876
0500000US05131,"Sebastian County, Arkansas",125795,61720,64075,9059,9017,8469,8765,8601,16270,16413,17892,8323,6567,9064,5378,1977,45404,48623,109847,9613,4159,5879,277,2316,125795,54671
0500000US05133,"Sevier County, Arkansas",16978,8335,8643,1512,1432,1242,1324,1032,2171,2201,2049,998,891,1177,710,239,5827,6180,11966,846,539,99,6,3884,16978,6868
0500000US05135,"Sharp County, Arkansas",17278,8456,8822,886,922,1123,1174,724,1533,1956,2290,1136,1417,2283,1337,497,6528,7043,16997,141,335,64,35,82,17278,9816
0500000US05137,"Stone County, Arkansas",12480,6185,6295,655,477,938,750,714,956,1251,2009,735,1193,1669,841,292,4867,5061,12316,9,187,136,0,29,12480,6678
0500000US05139,"Union County, Arkansas",41594,20145,21449,2743,2792,2719,2782,2368,4931,5115,6091,3168,2365,3419,2261,840,15036,16546,27423,13973,334,273,0,230,41594,19739
0500000US05141,"Van Buren County, Arkansas",17223,8528,8695,853,1164,851,1084,863,1554,1961,2518,1164,1269,2112,1234,596,6694,6977,16752,178,295,79,18,117,17223,10315
0500000US05143,"Washington County, Arkansas",204057,101885,102172,15402,14916,13531,16964,20648,32397,26437,24396,10995,8377,11162,6075,2757,75555,76864,168569,7870,4989,5474,4370,17916,204057,87458
0500000US05145,"White County, Arkansas",77007,37646,39361,5087,5134,5121,6032,6738,9516,9682,10279,4646,3815,6148,3565,1244,28333,30242,72270,3706,1074,602,21,1113,77007,32356
0500000US05147,"Woodruff County, Arkansas",7262,3487,3775,434,503,406,459,405,652,897,1062,602,513,729,401,199,2644,2974,5141,2163,38,0,7,20,7262,3907
0500000US05149,"Yell County, Arkansas",22033,11023,11010,1530,1559,1659,1461,1375,2533,2818,3099,1542,1137,1834,1023,463,8028,8275,18871,361,273,329,0,2539,22033,9734
0500000US06001,"Alameda County, California",1515136,742993,772143,98185,95028,90384,98725,107624,230168,228990,221741,95216,78938,91973,53163,25001,568502,605771,761890,210670,26308,441646,21156,147378,1515136,581859
0500000US06003,"Alpine County, California",1197,669,528,60,96,43,109,88,85,161,171,145,92,87,55,5,505,422,863,0,242,38,22,49,1197,1815
0500000US06005,"Amador County, California",37764,20542,17222,1345,1706,1845,2356,1640,3428,4462,6293,3729,3098,4543,2389,930,17358,14079,34154,1115,1300,727,118,1297,37764,18017
0500000US06007,"Butte County, California",220101,108961,111140,12340,12030,13211,17208,24468,25959,23423,28570,14860,13944,17445,11261,5382,85416,88646,196981,5468,9212,12034,1198,9420,220101,95830
0500000US06009,"Calaveras County, California",45507,22871,22636,1838,2338,2626,2933,2014,3421,4592,7481,4290,4158,5950,2706,1160,18240,18502,42805,572,1425,863,102,1289,45507,27867
0500000US06011,"Colusa County, California",21329,11019,10310,1833,1785,1601,1802,1272,2662,2736,2771,1151,1168,1394,877,277,7648,7329,16469,344,787,543,157,4374,21329,7866
0500000US06013,"Contra Costa County, California",1052047,513441,538606,66847,72770,73362,73605,61194,129638,149494,163310,69637,59612,72215,40767,19596,380610,411744,714005,111026,14818,179734,10577,80008,1052047,400098
0500000US06015,"Del Norte County, California",28496,15677,12819,1705,1418,1829,1833,1997,4051,3486,4441,1988,1680,2397,1188,483,12755,9680,22834,1343,2723,1142,301,2038,28496,11185
0500000US06017,"El Dorado County, California",180441,90422,90019,9305,11015,12386,12461,9117,17313,22032,31990,14519,13522,15672,7814,3295,69380,70256,163513,2546,4160,8615,613,8018,180441,87828
0500000US06019,"Fresno County, California",930517,464903,465614,79126,75575,74661,79200,76351,133151,114695,114508,48243,40628,50221,29985,14173,323309,330210,576904,56360,20393,100817,3168,213773,930517,315544
0500000US06021,"Glenn County, California",28078,14207,13871,2104,1804,2515,2080,1976,3132,3523,4020,1637,1581,2027,1119,560,10113,10141,23709,428,919,846,49,3104,28078,10781
0500000US06023,"Humboldt County, California",134317,67287,67030,7583,7348,7229,9631,12272,19417,15153,18471,10854,8489,9886,5431,2553,53545,53878,117785,2503,10995,4526,617,4798,134317,61452
0500000US06025,"Imperial County, California",173487,89318,84169,13829,13827,13849,14921,13522,23819,22556,22281,9811,6709,9826,6427,2110,63352,59600,125380,6409,4688,3619,305,39122,173487,55896
0500000US06027,"Inyo County, California",18474,9396,9078,1084,957,1134,1099,870,1979,1951,2920,1599,1359,1783,1207,532,7283,7271,15118,195,2153,335,124,906,18474,9449
0500000US06029,"Kern County, California",839153,432484,406669,73121,69199,67818,70911,66229,122108,108594,107498,42953,34624,44074,23742,8282,303162,282322,626245,54960,19742,42507,2639,126438,839153,283810
0500000US06031,"Kings County, California",151982,85499,66483,12819,12139,10489,11401,13038,25091,22127,19916,7368,5450,6956,3784,1404,64119,45678,115716,12260,3498,7740,608,18590,151982,43837
0500000US06033,"Lake County, California",64360,32529,31831,3554,3721,3762,4123,3293,6570,7258,9976,5197,5529,6581,3168,1628,25278,25454,55732,2029,3154,1178,374,4326,64360,35449
0500000US06035,"Lassen County, California",34628,22681,11947,1575,1278,1792,1904,3263,6389,5458,5406,2247,1825,1984,1170,337,19608,9297,25458,3283,1868,618,276,4628,34628,12705
0500000US06037,"Los Angeles County, California",9840024,4852259,4987765,651662,632456,676243,743187,756110,1487070,1433644,1363713,561403,455981,576609,348727,153219,3623966,3813704,5513981,937159,133744,1493469,48096,2097879,9840024,3441416
0500000US06039,"Madera County, California",150615,72557,78058,12119,11515,11929,11896,10819,20631,19182,19201,8347,7497,10025,5477,1977,50800,56997,126637,6227,4747,3780,758,13995,150615,49222
0500000US06041,"Marin County, California",252759,124430,128329,13849,14995,14646,13039,10296,24594,36465,42156,20996,18949,23538,13037,6199,97912,102750,209176,9255,2739,18586,1074,21699,252759,111063
0500000US06043,"Mariposa County, California",18193,9130,9063,745,720,1111,896,795,1749,1852,3213,1774,1473,2255,1329,281,7667,7324,16667,227,1147,302,49,399,18193,10165
0500000US06045,"Mendocino County, California",87577,43930,43647,5283,5064,5529,5662,5144,10152,10251,12311,7276,6915,7815,4212,1963,33904,34307,75755,1328,6081,2160,305,5438,87577,40258
0500000US06047,"Merced County, California",256398,129131,127267,22142,21506,22656,24182,20510,35169,32215,31084,12547,10110,13462,7995,2820,87762,88128,180716,11624,4680,21360,1163,45657,256398,83650
0500000US06049,"Modoc County, California",9545,4829,4716,482,462,719,585,453,851,977,1515,861,713,1151,554,222,3689,3747,8639,156,502,146,113,336,9545,5172
0500000US06051,"Mono County, California",14181,7516,6665,875,812,986,775,1056,2118,2086,2168,1004,941,914,307,139,6071,5097,12329,112,708,297,45,1184,14181,13888
0500000US06053,"Monterey County, California",416199,214090,202109,33021,31302,28285,32232,32818,62272,54964,53192,22811,20474,23299,14554,6975,156897,148011,321777,15955,8109,32894,3259,51246,416199,139086
0500000US06055,"Napa County, California",136644,68206,68438,8086,8621,8930,9450,8570,16644,17870,19736,9315,8558,10690,6722,3452,52127,53179,113301,3280,2363,10887,827,10616,136644,54639
0500000US06057,"Nevada County, California",98521,48924,49597,4371,5026,5530,6116,4603,9149,10550,15725,9376,8622,10832,5934,2687,38986,40649,94038,780,2311,2014,349,1945,98521,52467
0500000US06059,"Orange County, California",3021840,1495127,1526713,193834,199596,208315,223503,217265,417039,440647,443053,178193,146123,190359,113465,50448,1117819,1167337,1970623,64146,29252,595300,17999,446718,3021840,1049031
0500000US06061,"Placer County, California",350074,170983,179091,20823,23815,24687,24261,18615,38956,47028,53086,23245,21090,29642,17684,7142,127716,137382,308258,6833,6342,26993,1908,14131,350074,152513
0500000US06063,"Plumas County, California",19926,10031,9895,902,919,1135,1079,902,1797,2073,3054,2100,1695,2652,1243,375,8119,8180,18613,272,837,257,184,331,19926,15542
0500000US06065,"Riverside County, California",2192982,1091924,1101058,162885,167030,176811,184130,156519,284327,294229,290891,115963,98604,142535,88061,30997,776363,797875,1525018,164212,42681,158315,13933,380787,2192982,799360
0500000US06067,"Sacramento County, California",1422348,696786,725562,100916,97705,100274,103345,103286,208310,191818,199297,85826,70452,85133,52273,23713,511206,548678,920783,175260,35101,239959,24341,123057,1422348,555536
0500000US06069,"San Benito County, California",55467,27693,27774,4075,4320,4649,4572,3613,7085,7542,8167,3310,2612,3139,1701,682,19513,19942,47547,1071,1165,2256,304,5369,55467,17876
0500000US06071,"San Bernardino County, California",2041029,1015499,1025530,159294,156851,168576,177644,162538,284640,274096,275815,109534,88211,105517,56868,21445,711570,735706,1346746,206950,45471,156561,12053,371314,2041029,698715
0500000US06073,"San Diego County, California",3100500,1556457,1544043,205350,195795,195217,222528,270586,474450,422022,427908,182201,148263,184357,116749,55074,1185465,1191551,2336336,191593,54642,406720,27147,236685,3100500,1163884
0500000US06075,"San Francisco County, California",807755,409803,397952,35811,28358,26545,34780,57482,170852,134483,111494,50156,46777,55140,38387,17490,354675,344727,436708,56484,10068,289688,6363,44591,807755,375861
0500000US06077,"San Joaquin County, California",687036,342120,344916,54511,54660,56276,57554,49378,91032,91178,91392,38852,30047,39159,22928,10069,239028,247140,444891,62196,18579,116175,9088,83826,687036,233587
0500000US06079,"San Luis Obispo County, California",270121,138319,131802,13375,13047,14784,22108,28136,31644,29540,39039,19775,17173,21617,13241,6642,112352,107089,235284,7365,5942,12142,1045,17858,270121,117318
0500000US06081,"San Mateo County, California",721183,354728,366455,46276,45401,41489,41364,40267,100184,108827,110147,48117,41511,50844,31767,14989,273380,288419,452709,25538,8265,199662,13651,57019,721183,270667
0500000US06083,"Santa Barbara County, California",423594,212662,210932,27600,25982,26300,37860,44513,56486,50385,54554,24295,20747,27083,17865,9924,162688,163454,338752,11861,8451,27086,2287,52708,423594,152709
0500000US06085,"Santa Clara County, California",1788393,898013,890380,124697,121462,113656,113977,114059,271796,279838,262675,103527,83498,107718,64532,26958,678440,680885,965595,59863,22178,620515,13303,189198,1788393,632299
0500000US06087,"Santa Cruz County, California",262340,130813,131527,15020,14789,15374,22208,25592,32659,33112,38295,19820,15783,16196,9026,4466,102473,104758,225480,4258,4897,15678,1274,22626,262340,104325
0500000US06089,"Shasta County, California",177693,87442,90251,10368,10313,11650,12372,11192,19849,19899,26121,13364,12266,16864,9394,4041,66747,71189,162705,3212,8586,6270,715,4567,177693,77300
0500000US06091,"Sierra County, California",3163,1552,1611,163,131,134,198,65,195,377,532,408,271,412,224,53,1334,1300,2962,36,17,4,18,139,3163,2266
0500000US06093,"Siskiyou County, California",44673,22262,22411,2389,2634,2486,2770,2191,4227,4560,6705,3881,3911,5057,2782,1080,17478,18000,41546,1148,3170,1091,212,710,44673,23862
0500000US06095,"Solano County, California",414209,206891,207318,26806,27833,27966,30174,29410,55306,54558,63308,27407,23885,26557,15051,5948,155055,158007,241424,69702,8143,74153,6933,47651,414209,152624
0500000US06097,"Sonoma County, California",483456,237760,245696,28087,29380,29343,33159,32192,60871,60787,72806,35623,32805,36257,20773,11373,183433,193948,406693,11455,11879,25248,2897,43524,483456,204247
0500000US06099,"Stanislaus County, California",515115,254802,260313,39997,38272,42740,42239,37779,70423,67063,68821,29172,23145,30157,17367,7940,179312,188714,416934,19070,12359,34183,6009,51587,515115,179176
0500000US06101,"Sutter County, California",94615,47074,47541,7107,7578,6730,7243,6570,12638,12053,12573,5094,4888,6705,4094,1342,33726,34972,67855,2819,3246,15753,771,10667,94615,33835
0500000US06103,"Tehama County, California",63200,31428,31772,4285,4205,4561,4607,3646,7173,7354,9016,4521,3679,5801,3233,1119,23288,23878,57115,753,2695,1083,115,4213,63200,26928
0500000US06105,"Trinity County, California",13693,7015,6678,814,598,761,641,601,1304,1369,2222,1428,1215,1654,664,422,5868,5173,13053,133,1065,183,52,144,13693,8661
0500000US06107,"Tulare County, California",441877,221571,220306,41165,37960,40358,38500,32874,61891,54761,52116,22208,17946,23195,13424,5479,148313,150165,365382,9620,11128,18702,1779,51881,441877,141759
0500000US06109,"Tuolumne County, California",55205,28964,26241,2427,2674,2606,3234,3023,5939,5892,8656,4856,4483,6317,3589,1509,24013,21579,50146,1379,2181,1012,148,2829,55205,31193
0500000US06111,"Ventura County, California",822794,408800,413994,55347,57902,58806,63567,56961,105087,111027,122693,50430,43320,52340,31424,13890,301053,310729,629336,20639,17469,69489,3686,117631,822794,281245
0500000US06113,"Yolo County, California",200873,98020,102853,12394,12380,12343,19222,28098,27725,23910,24736,10890,9143,10728,6345,2959,74760,80819,143216,7292,5533,31559,2352,23765,200873,74923
0500000US06115,"Yuba County, California",72244,36580,35664,6171,5715,5717,5418,5433,10694,8740,9452,3853,3750,4158,2349,794,25717,25625,55631,3191,3542,6354,467,9013,72244,27670
0500000US08001,"Adams County, Colorado",442996,222869,220127,37801,37023,32635,29698,30211,72123,65459,58174,24371,17905,21953,11515,4128,158354,158554,365705,17403,10767,20007,1199,45773,442996,163245
0500000US08003,"Alamosa County, Colorado",15750,7949,7801,1173,921,1096,1824,1312,1898,1710,2146,1088,792,1082,499,209,5991,5942,13778,167,1153,209,50,1644,15750,6572
0500000US08005,"Arapahoe County, Colorado",574357,281842,292515,40293,42488,38810,38590,35384,84938,82597,84900,37217,30184,33127,18062,7767,206651,221068,453493,66873,10265,35358,1803,32169,574357,238160
0500000US08007,"Archuleta County, Colorado",12109,6290,5819,499,646,804,1030,471,634,1450,1999,1191,1297,1305,579,204,4860,4829,11337,222,286,117,9,730,12109,8742
0500000US08009,"Baca County, Colorado",3783,1874,1909,248,178,247,238,103,357,404,530,229,317,429,281,222,1451,1500,3658,16,82,30,2,73,3783,2253
0500000US08011,"Bent County, Colorado",6192,3997,2195,268,209,344,334,328,969,1162,911,420,376,480,234,157,3481,1672,5126,529,238,110,0,330,6192,2255
